OutputL: fffffb4380; OutputR: 0002546d5c
OutputL: 0000000000; OutputR: 0038fa446c
OutputL: 0000000000; OutputR: ff40f6962a
OutputL: 0000000000; OutputR: ffa2c9492d
OutputL: 0000000000; OutputR: 0066ea6167
OutputL: 0000000000; OutputR: 00923f770d
OutputL: 0000000000; OutputR: ff30991dcd
OutputL: 0000000000; OutputR: ffef0df0ce
OutputL: 0000000000; OutputR: ff842163f2
OutputL: 0000000000; OutputR: ff135ee1fd
OutputL: 0000000000; OutputR: ffa2d2eaf1
OutputL: 0000000000; OutputR: ff9128120f
OutputL: 0000000000; OutputR: 019332cbb1
OutputL: 0000000000; OutputR: 006e580200
OutputL: 0000000000; OutputR: 006ba0206c
OutputL: 0000000000; OutputR: ffe04eca23
OutputL: 0000000000; OutputR: 005452577d
OutputL: 0000000000; OutputR: 0015989d8c
OutputL: 0000000000; OutputR: 002401a117
OutputL: 0000000000; OutputR: 0097f1d0b5
OutputL: 0000000000; OutputR: ff72726a6f
OutputL: 0000000000; OutputR: 0062c755f0
OutputL: 0000000000; OutputR: 0111cee663
OutputL: 0000000000; OutputR: fef3f6d064
OutputL: 0000000000; OutputR: 0192576102
OutputL: 0000000000; OutputR: 002ad061c1
OutputL: 0000000000; OutputR: ffe4d119a1
OutputL: 0000000000; OutputR: 00063896f3
OutputL: 0000000000; OutputR: ff5cc23f73
OutputL: 0000000000; OutputR: 00f85bc2c0
OutputL: 0000000000; OutputR: 000654d426
OutputL: 0000000000; OutputR: 00bdd6f3c1
OutputL: 0000000000; OutputR: 0060c69485
OutputL: 0000000000; OutputR: 004ecbfb1c
OutputL: 0000000000; OutputR: ffe2e6eba6
OutputL: 0000000000; OutputR: fed5c581c0
OutputL: 0000000000; OutputR: 017cb7a66b
OutputL: 0000000000; OutputR: 002f88326f
OutputL: 0000000000; OutputR: ff62d255a2
OutputL: 0000000000; OutputR: 009ca66193
OutputL: 0000000000; OutputR: 011e2c2b6c
OutputL: 0000000000; OutputR: 00e3b5b4b3
OutputL: 0000000000; OutputR: feb2fd2cf1
OutputL: 0000000000; OutputR: ff70f034ba
OutputL: 0000000000; OutputR: 0023c3d7f5
OutputL: 0000000000; OutputR: 00868fb35c
OutputL: 0000000000; OutputR: ff7ef71ceb
OutputL: 0000000000; OutputR: 00a9b5ed3e
OutputL: 0000000000; OutputR: 0090463004
OutputL: 0000000000; OutputR: ffe3b0c889
OutputL: 0000000000; OutputR: fe6d0bf317
OutputL: 0000000000; OutputR: 00ee6bddf2
OutputL: 0000000000; OutputR: fee390c0d9
OutputL: 0000000000; OutputR: ff0ebb0170
OutputL: 0000000000; OutputR: ffb11a5db7
OutputL: 0000000000; OutputR: ffba5d1189
OutputL: 0000000000; OutputR: ff1e7a87b0
OutputL: 0000000000; OutputR: 00262ac2f0
OutputL: 0000000000; OutputR: ff080e9d58
OutputL: 0000000000; OutputR: fe75aece8e
OutputL: 0000000000; OutputR: fff2cdde24
OutputL: 0000000000; OutputR: ffe1d3abf9
OutputL: 0000000000; OutputR: 0050bc0801
OutputL: 0000000000; OutputR: 007b110d3b
OutputL: 0000000000; OutputR: 00410388ce
OutputL: 0000000000; OutputR: 0087801995
OutputL: 0000000000; OutputR: ffb65f079c
OutputL: 0000000000; OutputR: 00ebdb4b47
OutputL: 0000000000; OutputR: ffdb6ffbd1
OutputL: 0000000000; OutputR: ff187d0efd
OutputL: 0000000000; OutputR: fe45f5c112
OutputL: 0000000000; OutputR: ff58f5c1d0
OutputL: 0000000000; OutputR: 00b81e57bf
OutputL: 0000000000; OutputR: fed5132163
OutputL: 0000000000; OutputR: 003bcb4b4a
OutputL: 0000000000; OutputR: ff5c92aa1a
OutputL: 0000000000; OutputR: 00193a9ae9
OutputL: 0000000000; OutputR: ff344dccbd
OutputL: 0000000000; OutputR: ff6aea3c0d
OutputL: 0000000000; OutputR: 01bb891e68
OutputL: 0000000000; OutputR: febd9c632b
OutputL: 0000000000; OutputR: feed0cb646
OutputL: 0000000000; OutputR: 007bea38e1
OutputL: 0000000000; OutputR: ffba0dbe9b
OutputL: 0000000000; OutputR: ffe08b9b28
OutputL: 0000000000; OutputR: ff6dc6065c
OutputL: 0000000000; OutputR: ffff7965b0
OutputL: 0000000000; OutputR: 01126909b9
OutputL: 0000000000; OutputR: 0087bb0aef
OutputL: 0000000000; OutputR: 00ac04be42
OutputL: 0000000000; OutputR: ff45d370f8
OutputL: 0000000000; OutputR: 00570579ae
OutputL: 0000000000; OutputR: ff17abe9b5
OutputL: 0000000000; OutputR: 00cd080f74
OutputL: 0000000000; OutputR: 00ec942f54
OutputL: 0000000000; OutputR: ff0af59fb2
OutputL: 0000000000; OutputR: 004a8747e7
OutputL: 0000000000; OutputR: 00b856c93a
OutputL: 0000000000; OutputR: 0145c7f776
OutputL: 0000000000; OutputR: ff544a5120
OutputL: 0000000000; OutputR: ff42969053
OutputL: 0000000000; OutputR: 00aa3eb2f4
OutputL: 0000000000; OutputR: ff80adbb79
OutputL: 0000000000; OutputR: 0000d1285b
OutputL: 0000000000; OutputR: 0085ead3c9
OutputL: 0000000000; OutputR: 0117d6f5f3
OutputL: 0000000000; OutputR: 00297d5db3
OutputL: 0000000000; OutputR: fe9fb248a7
OutputL: 0000000000; OutputR: 004058c5ac
OutputL: 0000000000; OutputR: 00ecd3334c
OutputL: 0000000000; OutputR: 0057151436
OutputL: 0000000000; OutputR: 003c2800e6
OutputL: 0000000000; OutputR: ffc6398a64
OutputL: 0000000000; OutputR: 0111fc3cdb
OutputL: 0000000000; OutputR: ff8c01a886
OutputL: 0000000000; OutputR: ff1835b329
OutputL: 0000000000; OutputR: ff65383ee2
OutputL: 0000000000; OutputR: feecbe9e6a
OutputL: 0000000000; OutputR: 005082c47d
OutputL: 0000000000; OutputR: 006829c43f
OutputL: 0000000000; OutputR: ff9016674e
OutputL: 0000000000; OutputR: ffe8d01bc7
OutputL: 0000000000; OutputR: 016a9df184
OutputL: 0000000000; OutputR: 00590fe23b
OutputL: 0000000000; OutputR: 001ef69503
OutputL: 0000000000; OutputR: 0000ae6174
OutputL: 0000000000; OutputR: 001b2e50e1
OutputL: 0000000000; OutputR: ff7047c2b5
OutputL: 0000000000; OutputR: 00318e0423
OutputL: 0000000000; OutputR: 008075493f
OutputL: 0000000000; OutputR: ffa0238d45
OutputL: 0000000000; OutputR: 011dd22f6a
OutputL: 0000000000; OutputR: fe9b1427e6
OutputL: 0000000000; OutputR: ffcbed74f2
OutputL: 0000000000; OutputR: 005e2bdf93
OutputL: 0000000000; OutputR: ff3bcc8f26
OutputL: 0000000000; OutputR: 00248bbb58
OutputL: 0000000000; OutputR: ffa794c3ee
OutputL: 0000000000; OutputR: 00d4c70ec5
OutputL: 0000000000; OutputR: 0069636234
OutputL: 0000000000; OutputR: ff8786071d
OutputL: 0000000000; OutputR: 00e5cb1b58
OutputL: 0000000000; OutputR: 0034ed3c18
OutputL: 0000000000; OutputR: 00b7798bbb
OutputL: 0000000000; OutputR: 00c33bd3d0
OutputL: 0000000000; OutputR: ff68b64872
OutputL: 0000000000; OutputR: 00d33f2b5c
OutputL: 0000000000; OutputR: fee8fd6a97
OutputL: 0000000000; OutputR: ffc4d0f2e0
OutputL: 0000000000; OutputR: 004a54c311
OutputL: 0000000000; OutputR: ffe48d7133
OutputL: 0000000000; OutputR: 01e6ce3b81
OutputL: 0000000000; OutputR: ff5be4b571
OutputL: 0000000000; OutputR: fe633daa08
OutputL: 0000000000; OutputR: 01b09945cb
OutputL: 0000000000; OutputR: 00314b4c7d
OutputL: 0000000000; OutputR: 0024c553e5
OutputL: 0000000000; OutputR: fe97febf3b
OutputL: 0000000000; OutputR: 0163b3aba0
OutputL: 0000000000; OutputR: 001204deb5
OutputL: 0000000000; OutputR: fff65caa0d
OutputL: 0000000000; OutputR: 008487a38c
OutputL: 0000000000; OutputR: 0005a8cac3
OutputL: 0000000000; OutputR: 001966af84
OutputL: 0000000000; OutputR: 00a07a19bc
OutputL: 0000000000; OutputR: 010852b0eb
OutputL: 0000000000; OutputR: 01ddbad4b3
OutputL: 0000000000; OutputR: fed8a1fa8b
OutputL: 0000000000; OutputR: fffbc36b45
OutputL: 0000000000; OutputR: 00aa708073
OutputL: 0000000000; OutputR: 00c8866a3a
OutputL: 0000000000; OutputR: ffb6daefaf
OutputL: 0000000000; OutputR: 008e8fa9d3
OutputL: 0000000000; OutputR: ffa1ea7f93
OutputL: 0000000000; OutputR: ff8dff81fa
OutputL: 0000000000; OutputR: ff5546f401
OutputL: 0000000000; OutputR: 00814a8b83
OutputL: 0000000000; OutputR: fff5e464cc
OutputL: 0000000000; OutputR: fee91bd7ab
OutputL: 0000000000; OutputR: 00369f839b
OutputL: 0000000000; OutputR: 017ac700e0
OutputL: 0000000000; OutputR: ff414e31f1
OutputL: 0000000000; OutputR: ff64a30f57
OutputL: 0000000000; OutputR: ffd1c5054d
OutputL: 0000000000; OutputR: ffa14b2e9f
OutputL: 0000000000; OutputR: ffa1d31ce4
OutputL: 0000000000; OutputR: 0058843947
OutputL: 0000000000; OutputR: 00fc8868ce
OutputL: 0000000000; OutputR: 00857fc855
OutputL: 0000000000; OutputR: ff9f4cf33e
OutputL: 0000000000; OutputR: ffdf45562a
OutputL: 0000000000; OutputR: 00ade105d4
OutputL: 0000000000; OutputR: 002cb5b21b
OutputL: 0000000000; OutputR: ff08dc967c
OutputL: 0000000000; OutputR: fed84df656
OutputL: fffff86750; OutputR: 00059ac5ea
OutputL: 00000465e5; OutputR: 005e189be0
OutputL: 0001e364b3; OutputR: ff77576146
OutputL: fff7266598; OutputR: ff0fbd1b42
OutputL: 000ccbfc5f; OutputR: ff92aa5a71
OutputL: fff526bd34; OutputR: 0010c79945
OutputL: 00027b901a; OutputR: ffd31633a4
OutputL: 00149284e4; OutputR: fed07095cf
OutputL: fff39e73cc; OutputR: 01a03275e0
OutputL: 000902b114; OutputR: ffc7fcff8a
OutputL: 00055bee6b; OutputR: fef9f58167
OutputL: ffdceb3bf3; OutputR: 00ec9b0158
OutputL: 00010dda0d; OutputR: ff19dc02d7
OutputL: 0002da56a2; OutputR: 00bdf060f3
OutputL: 000ecc2522; OutputR: fe59c1a357
OutputL: ffe72e7f7d; OutputR: 0055f83483
OutputL: fff0d98e0d; OutputR: fec273a8d1
OutputL: 00190d4725; OutputR: 006326f160
OutputL: 0027060f58; OutputR: feee10eda6
OutputL: fff256ee48; OutputR: feffe10593
OutputL: 0020f51073; OutputR: 004d465ae5
OutputL: ffe55553c8; OutputR: ff6b355001
OutputL: fff7802ec9; OutputR: feab6747e9
OutputL: fff337f240; OutputR: 01bf69cf1d
OutputL: fff7b63df7; OutputR: 002e77422a
OutputL: ffd008d4de; OutputR: 013add784d
OutputL: fff2d7c4fd; OutputR: 001f99b55b
OutputL: 0027baf6a4; OutputR: 016c772ce0
OutputL: ffeca375d6; OutputR: 00907d9e2b
OutputL: ffd32c79c0; OutputR: fecb9612e0
OutputL: 00381f5805; OutputR: 002cbaf734
OutputL: 001a5d13fd; OutputR: ff2366dc80
OutputL: 003a9f01fd; OutputR: ffa7099620
OutputL: fff74ed9cf; OutputR: ff775b7419
OutputL: ffff90ffcc; OutputR: ff2d421625
OutputL: fff49d4431; OutputR: 01ef135d6b
OutputL: 007a6f32fc; OutputR: ff56f0c4bd
OutputL: ffa8830dfa; OutputR: ffbb193782
OutputL: ffa1979a80; OutputR: 00813f6e86
OutputL: ffe8de5c5a; OutputR: fffb26026a
OutputL: ff9c3fb694; OutputR: 00085efb9b
OutputL: 00151ccb62; OutputR: ffc052a40f
OutputL: ff86b93cd9; OutputR: 0106f6e4d5
OutputL: ffda20b049; OutputR: ffebd7bb8a
OutputL: 00417edeb2; OutputR: ffeff8d2d4
OutputL: 0021e913e2; OutputR: feea641a95
OutputL: 00c67217c8; OutputR: 00c86dae45
OutputL: fff96c5690; OutputR: ff6237b3cc
OutputL: 003f9e6f39; OutputR: 0015fa0ede
OutputL: 004df428a5; OutputR: 0017b304af
OutputL: ffc56b368a; OutputR: ff3429db50
OutputL: ff8a1bf9fd; OutputR: 007bb8ad54
OutputL: ff4579462f; OutputR: 006b756639
OutputL: 00413c612c; OutputR: 00d85bc083
OutputL: ffe2a11c8a; OutputR: ff6d345849
OutputL: ffd87c67bc; OutputR: ff96c5da3d
OutputL: 001de94734; OutputR: feb2cde4a8
OutputL: 002b84eccd; OutputR: 0175da596d
OutputL: 002548cf64; OutputR: ff3df70c96
OutputL: 0046fdecb2; OutputR: fe7361b6bb
OutputL: 0009f52008; OutputR: ff80c689ca
OutputL: ffc34c832c; OutputR: ffab15197d
OutputL: 009225a3a8; OutputR: fff14bbbdb
OutputL: ff8e464a98; OutputR: 000129288b
OutputL: 0005164689; OutputR: 0050727776
OutputL: ffff0f31c1; OutputR: ff614d317b
OutputL: ffdae06866; OutputR: 005ef941cd
OutputL: 00404bc626; OutputR: 00654b248c
OutputL: ffa69b4705; OutputR: 00858916a4
OutputL: fefa66d848; OutputR: 0106eea0f5
OutputL: fffe924f02; OutputR: ff57ffe4bc
OutputL: ffefd029c1; OutputR: ff3cb78689
OutputL: 00715d3450; OutputR: ffdd450c16
OutputL: 00314a4731; OutputR: 018a5ba9a0
OutputL: 002ca44481; OutputR: ff11477281
OutputL: 00e116c4cf; OutputR: fff18a0e79
OutputL: 005ea3bb9c; OutputR: 0057dc874b
OutputL: ff97572d67; OutputR: ff8936bc13
OutputL: ffce705e9c; OutputR: ff4a0c1b7e
OutputL: ff883b03e7; OutputR: 00872d0f68
OutputL: ffa9c1b427; OutputR: fe9c11a7d0
OutputL: ff6754058e; OutputR: 0019f9ec9c
OutputL: ffee50f90c; OutputR: 016dd5c55f
OutputL: ffd2993633; OutputR: 00492cf782
OutputL: 005c77f273; OutputR: 012f668652
OutputL: 0070fc4b77; OutputR: 0006b20527
OutputL: ffab562b1e; OutputR: 0023f2b2c4
OutputL: ff8da1fed4; OutputR: 004f87608b
OutputL: fff5f16ca9; OutputR: 00c71173a8
OutputL: ff5aed9b2e; OutputR: ff9e11ad48
OutputL: 000b039c08; OutputR: 0081d01ecb
OutputL: 001dd77303; OutputR: ffd02305ab
OutputL: 00b4337500; OutputR: ff862daf91
OutputL: 008ac96944; OutputR: ffa1f0f03e
OutputL: ffccf2545d; OutputR: 001a538ade
OutputL: ff8695e394; OutputR: 00a35492ad
OutputL: 00220c7d4e; OutputR: 008c03c9d2
OutputL: 004ac6bac9; OutputR: ff5a3e11df
OutputL: ff87772fb5; OutputR: ff8912dbba
OutputL: ffb5ce30a0; OutputR: 00f14fab02
OutputL: 004fc458ec; OutputR: 010565cc0b
OutputL: ffa22d3962; OutputR: ffbdff52ab
OutputL: 009bcf1de1; OutputR: 005deb26a0
OutputL: ff7b199fec; OutputR: 00725eef80
OutputL: ffa2f4e4e6; OutputR: 00a68f1f36
OutputL: 00527a6330; OutputR: ff36ca8eb9
OutputL: ffb020ec69; OutputR: 00a30836e9
OutputL: ff9e2f7816; OutputR: fffc6c6ec4
OutputL: ff6ef1ae6d; OutputR: ff426e3d78
OutputL: 0052cf8f89; OutputR: 007a54d40f
OutputL: 007dfca587; OutputR: ff0bcfc80b
OutputL: 001b933187; OutputR: 006b5b4aa7
OutputL: 0079a2e52a; OutputR: ff17ac56e3
OutputL: ffe0507573; OutputR: ff6888b76a
OutputL: 00f43cccf4; OutputR: 00ae4aca17
OutputL: ffaca31530; OutputR: 0072bb0c5d
OutputL: 002e7f38e7; OutputR: fecc4252f2
OutputL: 000b831901; OutputR: 0081801569
OutputL: ffeb403af7; OutputR: ff547e5f08
OutputL: 007130f4b2; OutputR: ffb54c15e3
OutputL: ff77e38d4c; OutputR: ffd74b821e
OutputL: 0025dd9179; OutputR: 00935b096f
OutputL: 00239b01c0; OutputR: 002f443f41
OutputL: ffeedfc401; OutputR: 00bbd5fd01
OutputL: 009b74e48e; OutputR: ffec954c05
OutputL: ffbba7c1df; OutputR: 00788fea86
OutputL: 003c47c06a; OutputR: 00b3c0d134
OutputL: fff7594f9b; OutputR: ff632b0da7
OutputL: ffe9300c61; OutputR: ffd612854b
OutputL: fffc545016; OutputR: ffade7805b
OutputL: ff80d20d06; OutputR: 00f7295d8b
OutputL: ff859ceb2a; OutputR: 00597397f6
OutputL: ff518fc30b; OutputR: ff59e27c79
OutputL: ffa0eed2e3; OutputR: 000624c7db
OutputL: 005512b3d0; OutputR: ff9965370a
OutputL: ffb05c7353; OutputR: ffcf4f049b
OutputL: 00f318db34; OutputR: ff3293fabe
OutputL: ff6cdb772e; OutputR: ff948ef8e5
OutputL: 00775add5b; OutputR: ff4864485c
OutputL: ff60cf6a5b; OutputR: 009910fc2f
OutputL: ff99b64b28; OutputR: 007bcc1153
OutputL: 00994631fe; OutputR: ffa726407f
OutputL: ff761cbb61; OutputR: 0041686f3c
OutputL: ffb19df2d2; OutputR: ffcc28be90
OutputL: fffda0be2a; OutputR: 0039380b8a
OutputL: 004bcd44a1; OutputR: ffd8f66b33
OutputL: ff9a9eb38a; OutputR: ffff180a41
OutputL: 00085b5e41; OutputR: 0053b455b4
OutputL: ffb631a630; OutputR: ffeed74433
OutputL: ff1ae9f02f; OutputR: 003b145e9a
OutputL: 00ce08d208; OutputR: 00047f7c13
OutputL: ff3971926a; OutputR: fff2372146
OutputL: ff55610a59; OutputR: ffedad43c5
OutputL: 0015ad2f84; OutputR: fff7165ea3
OutputL: fff40e1afd; OutputR: ff9b6d7334
OutputL: 00fb03280d; OutputR: 005dcf3406
OutputL: 000938a5ea; OutputR: ffb945310a
OutputL: 00d2bc4c63; OutputR: ffc77148a4
OutputL: fffb5f9083; OutputR: ffd5602d11
OutputL: 00a079feb9; OutputR: ff1bc8b019
OutputL: fffac64728; OutputR: ffbb91f3a4
OutputL: ffe30fad50; OutputR: 00733a9591
OutputL: fff7c59018; OutputR: ff781bb481
OutputL: 0001e598c5; OutputR: 00c7367b7c
OutputL: 004beb2489; OutputR: 0131ed2683
OutputL: 002b61812d; OutputR: 0013b07e1c
OutputL: 001d643af7; OutputR: 00b460a45f
OutputL: ff5436f40d; OutputR: ff69f71b9f
OutputL: 000f3d6f70; OutputR: fffc5f6a87
OutputL: ff1ada4773; OutputR: ff6845a8b0
OutputL: ff99730996; OutputR: ffedbc70be
OutputL: ff61d21e55; OutputR: ffd58af817
OutputL: ff68b9d982; OutputR: 007b56cf5d
OutputL: ffd8c3954d; OutputR: 00a163b423
OutputL: fff9a59b4e; OutputR: ff7066516f
OutputL: 0040259732; OutputR: ffadaf66b0
OutputL: 00943bf204; OutputR: 0049654f8c
OutputL: ffd54495bf; OutputR: ff934c4948
OutputL: 00462d3c1d; OutputR: 0045102d69
OutputL: ff55dea032; OutputR: ff9afd9b90
OutputL: fead8497e8; OutputR: 00094f3087
OutputL: fff9ebb58c; OutputR: ffa459d12b
OutputL: 010e43f1c2; OutputR: 00e46ea28e
OutputL: ff5070ea13; OutputR: 009e533966
OutputL: 00a24b509b; OutputR: 001c1f9b5b
OutputL: 006b8e5520; OutputR: ff0f25c4ce
OutputL: 0040bb91a5; OutputR: 0020bbd202
OutputL: 0034b03536; OutputR: ffb6be40c2
OutputL: ffed2ee08e; OutputR: ffb8315127
OutputL: ff6e1182ce; OutputR: feec8b15f8
OutputL: ffb53ac149; OutputR: 001443bfab
OutputL: 004040ce09; OutputR: 0041a66120
OutputL: ffca9c393a; OutputR: 00692403a1
OutputL: 009d67ef31; OutputR: ffdc81614c
OutputL: ffec64662e; OutputR: ff9a823c18
OutputL: 0057f8bea4; OutputR: ffc9417b94
OutputL: 002c83dcf0; OutputR: ffae52aa22
OutputL: 00337890d5; OutputR: ffe877f28a
OutputL: ffb9da01a0; OutputR: ffd6535bc0
OutputL: ff9b0f6bd0; OutputR: 003756a9fc
OutputL: 0017907b4c; OutputR: ffc1303719
OutputL: 00204d68a8; OutputR: ffe4d5c172
OutputL: 01263d769c; OutputR: 0025eefca7
OutputL: ffc2ab1dda; OutputR: ffc09edca9
OutputL: 00986d8d42; OutputR: 0005128c44
OutputL: ff8c7b89ce; OutputR: 0003c6cc42
OutputL: fea2d15061; OutputR: ff7d6be066
OutputL: 003dc002d4; OutputR: 0040aea7f9
OutputL: 00b2f48799; OutputR: 0018ab2e57
OutputL: ff372f786f; OutputR: 0027f1c8e3
OutputL: ffb252f070; OutputR: 001cea24e0
OutputL: ffc8c5c633; OutputR: ffbe133355
OutputL: ffd9d68cce; OutputR: ff97678a86
OutputL: ff68196655; OutputR: fffe4bcc6d
OutputL: 00aaed84d2; OutputR: ff5f6342bb
OutputL: ffa00850b8; OutputR: 00a51df778
OutputL: feed571d5a; OutputR: 00150973ed
OutputL: 0007c2ed15; OutputR: ff67d26f6e
OutputL: ff9747d063; OutputR: 008292f3b0
OutputL: ffc71de623; OutputR: 005e5265ee
OutputL: 002db0c9dc; OutputR: ff847048c2
OutputL: 004825c083; OutputR: ffc1f7cab9
OutputL: ff62855005; OutputR: 00825f83d1
OutputL: ffc94f4131; OutputR: ffdc7827cc
OutputL: 0035ad724f; OutputR: 00b16eb8be
OutputL: 010c6274af; OutputR: 00deedb01c
OutputL: ff7859b64c; OutputR: ffda5401b5
OutputL: 00697653d0; OutputR: fff327e895
OutputL: 0118e63f4a; OutputR: 0012f622b1
OutputL: 005e22d8d2; OutputR: ff2b6a6094
OutputL: ff616a800c; OutputR: ffea8a3450
OutputL: ff2eb7cc11; OutputR: 005fd65b8b
OutputL: ffdaa72c38; OutputR: 001406f14c
OutputL: 0063ad1ec5; OutputR: ff93e9deba
OutputL: ffb9585f2d; OutputR: 00e0077d7d
OutputL: ff243e7f09; OutputR: ff9d2794ba
OutputL: 009cc4b207; OutputR: ffcd3384d6
OutputL: fe3aa9a485; OutputR: ffa9024bec
OutputL: 015aa0d098; OutputR: ff9fffe693
OutputL: ff8946ea7a; OutputR: ffe388129d
OutputL: ff6369bc31; OutputR: 0061f3d04e
OutputL: ff1327284a; OutputR: ffcd5a99c1
OutputL: ff9760f8f5; OutputR: 006ac6b164
OutputL: ff68dfa3d3; OutputR: ffff750fe7
OutputL: 014307522d; OutputR: ffdc4c1257
OutputL: 005a9bf86f; OutputR: ffb8a37c52
OutputL: 004d8ea900; OutputR: 004cf54ab8
OutputL: 01e6ff9da6; OutputR: ffb8bab37b
OutputL: ff2a906485; OutputR: 00191461c5
OutputL: feaa691568; OutputR: 0003f47bb0
OutputL: ff9754ce3c; OutputR: 0000367cf0
OutputL: feaf825400; OutputR: fff6d3c08b
OutputL: ff7319ea17; OutputR: 000cf3c176
OutputL: fede94be00; OutputR: fffd569454
OutputL: 00185afcee; OutputR: 00000cd668
OutputL: 00e6d1ba96; OutputR: 0000000000
OutputL: 009c42e240; OutputR: 0000000000
OutputL: 00e57f537d; OutputR: 0000000000
OutputL: 006956b9f0; OutputR: 0000000000
OutputL: 00b1c4f138; OutputR: 0000000000
OutputL: 002f45650b; OutputR: 0000000000
OutputL: ff0878a897; OutputR: 0000000000
OutputL: 005bb77db0; OutputR: 0000000000
OutputL: ff8bcc7f4a; OutputR: 0000000000
OutputL: 00c21e575b; OutputR: 0000000000
OutputL: 0144831250; OutputR: 0000000000
OutputL: 00550ab86a; OutputR: 0000000000
OutputL: 001b05717c; OutputR: 0000000000
OutputL: 01391df97d; OutputR: 0000000000
OutputL: ffe2b0259e; OutputR: 0000000000
OutputL: 0012471d47; OutputR: 0000000000
OutputL: 0060150362; OutputR: 0000000000
OutputL: feff91d7b2; OutputR: 0000000000
OutputL: fee35572a0; OutputR: 0000000000
OutputL: ff04d5acb9; OutputR: 0000000000
OutputL: 0066d62ec5; OutputR: 0000000000
OutputL: 006f2c8a4a; OutputR: 0000000000
OutputL: 0040f0e56d; OutputR: 0000000000
OutputL: ff5f500514; OutputR: 0000000000
OutputL: ffc7e23923; OutputR: 0000000000
OutputL: ff718db645; OutputR: 0000000000
OutputL: ff3e78186e; OutputR: 0000000000
OutputL: 00152c839a; OutputR: 0000000000
OutputL: ff49684d67; OutputR: 0000000000
OutputL: 002ab83101; OutputR: 0000000000
OutputL: ff80aff79f; OutputR: 0000000000
OutputL: 0095d59044; OutputR: 0000000000
OutputL: 00708b18be; OutputR: 0000000000
OutputL: 006321acb9; OutputR: 0000000000
OutputL: ffab305227; OutputR: 0000000000
OutputL: 00df4cf201; OutputR: 0000000000
OutputL: 00197fe439; OutputR: 0000000000
OutputL: 00ed42de65; OutputR: 0000000000
OutputL: 005e97ede7; OutputR: 0000000000
OutputL: ff021c2ac2; OutputR: 0000000000
OutputL: 006d06cb69; OutputR: 0000000000
OutputL: 005e951f63; OutputR: 0000000000
OutputL: ff396bb81b; OutputR: 0000000000
OutputL: ff7134232a; OutputR: 0000000000
OutputL: 00c2634128; OutputR: 0000000000
OutputL: fe84e3212f; OutputR: 0000000000
OutputL: 008edeec57; OutputR: 0000000000
OutputL: 0161d50288; OutputR: 0000000000
OutputL: ff5ba9bcdb; OutputR: 0000000000
OutputL: 00e811ccfb; OutputR: 0000000000
OutputL: fe6ebd3e0d; OutputR: 0000000000
OutputL: fff5368d56; OutputR: 0000000000
OutputL: 014a176a4f; OutputR: 0000000000
OutputL: 0095a2237a; OutputR: 0000000000
OutputL: 000c337b94; OutputR: 0000000000
OutputL: 012bcad8ee; OutputR: 0000000000
OutputL: ff0bd882bc; OutputR: 0000000000
OutputL: fff6f66e07; OutputR: 0000000000
OutputL: 00a51398dd; OutputR: 0000000000
OutputL: fffa5dff46; OutputR: 0000000000
OutputL: ff40a2f463; OutputR: 0000000000
OutputL: ff34769572; OutputR: 0000000000
OutputL: fef62745f5; OutputR: 0000000000
OutputL: ffc4d665c2; OutputR: 0000000000
OutputL: ffdf66c0a9; OutputR: 0000000000
OutputL: 003d8247e2; OutputR: 0000000000
OutputL: 0068e0179c; OutputR: 0000000000
OutputL: ff62a12087; OutputR: 0000000000
OutputL: 0115aeee47; OutputR: 0000000000
OutputL: 0024381675; OutputR: 0000000000
OutputL: ffd3b1b521; OutputR: 0000000000
OutputL: 0064bb4de7; OutputR: 0000000000
OutputL: ff616c68d5; OutputR: 0000000000
OutputL: 0192eb6748; OutputR: 0000000000
OutputL: 008cebc05f; OutputR: 0000000000
OutputL: 01b9eefd6d; OutputR: 0000000000
OutputL: feb05152ad; OutputR: 0000000000
OutputL: 005c9d175f; OutputR: 0000000000
OutputL: 00580bdcf8; OutputR: 0000000000
OutputL: ffa63517d2; OutputR: 0000000000
OutputL: 00c6d7a74e; OutputR: 0000000000
OutputL: feede05a55; OutputR: 0000000000
OutputL: ffbd17e822; OutputR: 0000000000
OutputL: 00562dc900; OutputR: 0000000000
OutputL: 00ad3e37d0; OutputR: 0000000000
OutputL: feb7267e30; OutputR: 0000000000
OutputL: ffe612c829; OutputR: 0000000000
OutputL: fecf5604c0; OutputR: 0000000000
OutputL: ffd160b1f0; OutputR: 0000000000
OutputL: ffce5078a5; OutputR: 0000000000
OutputL: 0025424732; OutputR: 0000000000
